rbd;carrera;porc
12309;Operaciones Mineras;21.43%
12309;Tecnico Universitario En Mineria Y Metalurgia;14.29%
12309;Tecnico En Geologia Y Control En Sondaje;7.14%
12309;Kinesiologia;3.57%
12309;Licenciatura En Matematica;3.57%
12309;Mantenimiento Industrial;3.57%
12309;Operacion De Plantas Mineras;3.57%
12309;Psicologia;3.57%
12309;Tecnico En Construccion;3.57%
12309;Tecnico En Mecanica Automotriz Y Autotronica;3.57%
12309;Turismo Y Hoteleria;3.57%
12312;Bachiller En Ciencias Y Humanidades;18.18%
12312;Educacion De Parvulos;18.18%
12312;Tecnico En Enfermeria;18.18%
12312;Fonoaudiologia;9.09%
12312;Pedagogia En Educacion Basica Con Mencion;9.09%
12312;Pedagogia En Educacion Fisica;9.09%
12312;Tecnico De Nivel Superior En Enfermeria;9.09%
12312;Tecnico De Nivel Superior Enfermeria;9.09%
12332;Arquitectura;16.67%
12332;Artes Plasticas;16.67%
12332;Derecho;16.67%
12332;Ingenieria Civil;16.67%
12332;Ingenieria Comercial;16.67%
12332;Ingenieria En Informatica;16.67%
12336;Fonoaudiologia;16.67%
12336;Derecho;8.33%
12336;Diseño Multimedia;8.33%
12336;Enfermeria;8.33%
12336;Ingenieria Civil Industrial;8.33%
12336;Odontologia;8.33%
12368;Pedagogia En Educacion Basica;16.67%
12368;Arquitectura;11.11%
12368;Servicio Social;8.33%
12368;Tecnologia Medica;8.33%
12368;Trabajo Social;8.33%
12368;Administracion De Empresas;5.56%
12368;Derecho;5.56%
12368;Diseño Grafico Profesional;5.56%
12368;Gestion En Turismo Y Cultura;5.56%
12368;Ingenieria Civil Ambiental;5.56%
12368;Ingenieria Comercial;5.56%
12368;Ingenieria En Informacion Y Control De Gestion;5.56%
12368;Ingenieria En Metalurgia;5.56%
12368;Nutricion Y Dietetica;5.56%
12368;Pedagogia En Educacion Fisica;5.56%
12368;Pedagogia En Lengua Castellana Y Comunicacion;5.56%
12368;Pedagogia En Matematicas Y Fisica;5.56%
12368;Tecnico De Nivel Superior Comercio Exterior;5.56%
12368;Tecnico En Enfermeria;5.56%
12502;Enfermeria;25.00%
12502;Ingenieria Industrial;25.00%
12502;Terapia Ocupacional;25.00%
12502;Topografia;25.00%
12502;Trabajo Social;5.56%
12502;Traduccion Ingles Castellano Ingles Mencion Frances;5.56%
12504;Ingenieria Civil Industrial;12.00%
12504;Ingenieria Comercial;8.00%
12504;Ingenieria En Electricidad Mencion Proyectos De Instalaciones Electricas;8.00%
12504;Ingenieria Civil De Minas;4.00%
12504;Ingenieria Civil Electrica Con Mencion En Control Automatico Y Robotica;4.00%
12504;Ingenieria Civil En Informatica;4.00%
12504;Ingenieria Civil Informatica;4.00%
12504;Ingenieria En Administracion De Empresas Mencion Finanzas;4.00%
12509;Tecnico De Nivel Superior Administracion Y Gestion De Personal;8.00%
12509;Ingenieria En Maquinaria Pesada Y Vehiculos Automotrices;4.00%
12509;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;4.00%
12509;Kinesiologia;4.00%
12509;Mecanica Automotriz En Sistemas Electronicos;4.00%
12509;Pedagogia En Lengua Castellana Y Comunicacion;4.00%
12509;Pedagogia En Matematicas Y Fisica;4.00%
12509;Psicopedagogia;4.00%
12509;Quimica Y Farmacia;4.00%
12509;Quimico Analista;4.00%
12509;Tecnico De Nivel Superior Administracion De Empresas Marketing Y Gestion Comercial;4.00%
12509;Tecnico De Nivel Superior Geologia;4.00%
12515;Trabajo Social;15.38%
12515;Derecho;7.69%
12515;Enfermeria;7.69%
12515;Gastronomia Internacional;7.69%
12515;Ingenieria Civil Electronica;7.69%
12515;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;7.69%
12515;Ingenieria En Minas;7.69%
12515;Mecanica Automotriz En Sistemas Electronicos;7.69%
12515;Preparador Fisico;7.69%
12515;Tecnico De Nivel Superior Electrico Instrumentista Mantenedor Plantas Mineras;7.69%
12515;Tecnico En Enfermeria Y Procedimientos De Apoyo A La Rehabilitacion;7.69%
12515;Turismo;7.69%
12515;Administracion De Empresas;2.78%
12515;Contador Auditor-Contador Publico;2.78%
12515;Deportes Y Recreacion;2.78%
12518;Ingenieria Civil Industrial;11.11%
12518;Derecho;2.78%
12518;Enfermeria;2.78%
12518;Gastronomia Internacional;2.78%
12518;Ingenieria Civil En Computacion E Informatica;2.78%
12518;Ingenieria Civil Y Ejecucion Electrica-Electronica Ingreso Comun;2.78%
12534;Analista Programador;16.67%
12534;Enfermeria;16.67%
12534;Mecanica Automotriz En Sistemas Electronicos;11.11%
12534;Ingenierias Mecanica Y Mecatronica Ingreso Comun;5.56%
12534;Licenciatura En Ingles;5.56%
12534;Psicopedagogia;5.56%
12534;Ingenieria De Ejecucion En Administracion;2.78%
12534;Kinesiologia Y Rehabilitacion;2.78%
12534;Nutricion Y Dietetica;2.78%
12534;Obstetricia Y Puericultura Con Mencion En Gestion Y Salud Familiar;2.78%
12534;Pedagogia En Castellano Y Comunicacion;2.78%
12534;Pedagogia En Ingles;2.78%
12534;Profesor De Educacion Fisica;2.78%
12534;Tecnico De Nivel Superior Administracion Y Gestion De Personal;2.78%
12534;Tecnico De Nivel Superior En Educacion Parvularia Y Primer-Segundo Año De Educacion Basica;2.78%
12534;Tecnico De Nivel Superior En Trabajo Social;2.78%
12534;Tecnico De Nivel Superior Traductor Bilingãƒâœe Ingles-Español;2.78%
12534;Tecnico En Enfermeria;2.78%
12534;Tecnico En Trabajo Social;2.78%
12534;Topografia;2.78%
12547;Ingenieria Mecanica En Mantenimiento Industrial;33.33%
12547;Ingenieria En Telecomunicaciones, Conectividad Y Redes;26.67%
12547;Ingenieria Civil Electronica;16.67%
12547;Quimica Y Farmacia;16.67%
12547;Psicopedagogia;13.33%
12547;Cocina Internacional Y Tradicional Chilena;6.67%
12547;Educacion Parvularia;6.67%
12547;Fonoaudiologia;6.67%
12547;Ingenieria Civil Industrial;6.67%
12547;Ingenieria De Ejecucion En Administracion De Recursos Humanos;6.67%
12547;Mecanica Automotriz En Sistemas Electronicos;6.67%
12547;Pedagogia En Ingles Para Enseñanza Pre-Escolar, Basica Y Media Con Bachiller En Lengua Inglesa Y Licenciatura En Educacion;6.67%
12551;Ingenieria Civil Electronica;15.38%
12551;Derecho;11.54%
12551;Ingenieria Civil Industrial;11.54%
12551;Derecho;7.69%
12551;Diseño Grafico Profesional;7.69%
12551;Fonoaudiologia;7.69%
12551;Ingenieria Civil;7.69%
12551;Ingenieria Civil Industrial;7.69%
12551;Ingenieria Comercial;7.69%
12551;Kinesiologia Y Rehabilitacion;7.69%
12551;Licenciatura En Fisica Mencion Astronomia;7.69%
12551;Medicina Veterinaria;7.69%
12551;Psicologia;7.69%
12551;Tecnico En Enfermeria Gineco-Obstetrica Y Neonatal;7.69%
12551;Ingenieria Comercial;7.69%
12551;Tecnico En Enfermeria Mencion En Ginecoobstetricia;6.67%
12551;Trabajo Social;6.67%
12551;Agronomia;3.85%
12551;Arquitectura;3.85%
12551;Enfermeria;3.85%
12551;Geologia;3.85%
12551;Ingenieria Civil De Minas;3.85%
12551;Ingenieria Civil Y Ejecucion Electrica-Electronica Ingreso Comun;3.85%
12551;Ingenieria En Informacion Y Control De Gestion;3.85%
12551;Ingenieria Y Ciencias - Plan Comun;3.85%
12566;Kinesiologia;3.85%
12566;Medicina Veterinaria;3.85%
12566;Nutricion Y Dietetica;3.85%
12566;Obstetricia Y Puericultura Con Mencion En Gestion Y Salud Familiar;3.85%
12566;Profesor De Educacion Fisica;3.85%
12566;Psicologia;3.85%
12566;Quimico Laboratorista;3.85%
12573;Educacion Musical Para La Educacion Preescolar Y Basica;14.29%
12573;Ingenieria Civil Metalurgia Extractiva;14.29%
12573;Ingenieria En Electricidad Mencion Proyectos De Instalaciones Electricas;14.29%
12573;Pedagogia En Educacion Fisica;14.29%
12573;Servicio Social;14.29%
12573;Tecnico En Educacion Parvularia;14.29%
12573;Trabajo Social;14.29%
12573;Tecnologia Medica / Oftalmologia Y Optometria;7.69%
12573;Trabajo Social;3.85%
12587;Derecho;11.11%
12587;Ingenieria Civil Industrial;7.41%
12587;Odontologia;7.41%
12587;Administracion Gastronomica Internacional;3.70%
12587;Animacion Y Diseño Digital;3.70%
12587;Fonoaudiologia;3.70%
12587;Gastronomia Internacional;3.70%
12587;Ingenieria Civil Ambiental;3.70%
12587;Ingenieria Civil Metalurgica;3.70%
12587;Ingenieria Civil Quimica;3.70%
12587;Ingenieria Comercial;3.70%
12587;Interpretacion O Traduccion Ingles-Español;3.70%
12587;Kinesiologia;3.70%
12587;Medicina Veterinaria;3.70%
12590;Ingenieria En Informatica;20.00%
12590;Quimica Y Farmacia;11.11%
12590;Derecho;10.00%
12590;Electricidad Industrial Mencion Instalaciones Electricas;10.00%
12590;Ingenieria Civil De Minas;10.00%
12590;Ingenieria Civil En Computacion E Informatica;10.00%
12590;Ingenieria Civil Industrial;10.00%
12590;Ingenieria Comercial;10.00%
12590;Ingenieria En Prevencion De Riesgos, Calidad Y Ambiente;10.00%
12590;Tecnico En Educacion Especial;10.00%
12590;Tecnico En Enfermeria Mencion En Ginecoobstetricia;10.00%
12590;Tecnico En Laboratorio Clinico Banco De Sangre E Imagenologia;10.00%
12590;Ingenieria Civil Industrial;10.00%
12590;Pedagogia En Ingles Para Enseñanza Pre-Escolar, Basica Y Media Con Bachiller En Lengua Inglesa Y Licenciatura En Educacion;7.41%
12590;Pedagogia En Educacion Fisica;3.70%
12590;Psicopedagogia;3.70%
12590;Sociologia;3.70%
12590;Tecnico En Educacion Especial;3.70%
12591;Tecnico De Nivel Superior Comercio Exterior;20.00%
12591;Ingenieria En Telecomunicaciones, Conectividad Y Redes;10.00%
